Keyword,Intent,Volume,KD,Cluster,Mapped URL,Page Type,Funnel,Business Fit,SEO Effort,Priority,Priority Score
google my business map listing,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google my business meaning,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google my business messaging not showing,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google my business name,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google my business new updates,,30,,Google Posts / Offers / Updates,/features/google-posts-scheduler/,Feature Landing,BOFU,5,High,P3,0.53
google my business news,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google my business optimisation,,30,,Optimization / SEO / Ranking,/guides/google-business-profile-optimization-checklist/,Pillar Guide,MOFU,5,High,P3,0.53
google my business page management,,30,,Management Service / Agency,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google my business partners,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google my business payment,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google my business permissions,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google my business phone verification,,30,,Verification / Code / Postcard,/guides/google-business-profile-verification/,Guide,MOFU,5,High,P3,0.53
google my business place id,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google my business post rejected,,30,,Google Posts / Offers / Updates,/features/google-posts-scheduler/,Feature Landing,BOFU,5,High,P3,0.53
google my business process,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google my business provider,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google my business quality guidelines,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google my business ranking,,30,,Optimization / SEO / Ranking,/guides/google-business-profile-optimization-checklist/,Pillar Guide,MOFU,5,High,P3,0.53
google my business review guidelines,,30,,Reviews / Ratings / Reply,/features/google-review-management/,Feature Landing,BOFU,5,High,P3,0.53
google my business reviews widget,,30,,Reviews / Ratings / Reply,/features/google-review-management/,Feature Landing,BOFU,5,High,P3,0.53
google my business roles,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google my business rules,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google my business s,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google my business sample,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google my business seo checklist,,30,,Optimization / SEO / Ranking,/guides/google-business-profile-optimization-checklist/,Pillar Guide,MOFU,5,High,P3,0.53
google my business seo tips,,30,,Optimization / SEO / Ranking,/guides/google-business-profile-optimization-checklist/,Pillar Guide,MOFU,5,High,P3,0.53
google my business statistics,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google my business steps,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google my business suspended due to quality issues,,30,,Suspension / Reinstatement / Delete,/guides/google-business-profile-suspended/,Troubleshooting Guide,MOFU,5,High,P3,0.53
google my business temporarily closed,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google my business tips and tricks,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google my business training course,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google my business uk,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google my business verification code not received,,30,,Verification / Code / Postcard,/guides/google-business-profile-verification/,Guide,MOFU,5,High,P3,0.53
google my business virtual tour,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google my business youtube,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
google place id from google my business,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
how can i verify my google business by phone,,30,,Verification / Code / Postcard,/guides/google-business-profile-verification/,Guide,MOFU,5,High,P3,0.53
how do i share my google business review link,,30,,Reviews / Ratings / Reply,/guides/google-my-business-review-link/,Guide,MOFU,5,High,P3,0.53
how do i verify my business on google,,30,,Verification / Code / Postcard,/guides/google-business-profile-verification/,Guide,MOFU,5,High,P3,0.53
how do i verify my business on google by phone,,30,,Verification / Code / Postcard,/guides/google-business-profile-verification/,Guide,MOFU,5,High,P3,0.53
how to delete google my business,,30,,Suspension / Reinstatement / Delete,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
how to delete google my business listing,,30,,Suspension / Reinstatement / Delete,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
how to delete google my business reviews,,30,,Suspension / Reinstatement / Delete,/guides/remove-bad-google-reviews/,Troubleshooting Guide,MOFU,5,High,P3,0.53
how to fix suspended google my business,,30,,Suspension / Reinstatement / Delete,/guides/google-business-profile-suspended/,Troubleshooting Guide,MOFU,5,High,P3,0.53
how to get google my business link,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
how to get google my business review link,,30,,Reviews / Ratings / Reply,/guides/google-my-business-review-link/,Guide,MOFU,5,High,P3,0.53
how to get google my business url,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
how to get google review link for my business,,30,,Reviews / Ratings / Reply,/guides/google-my-business-review-link/,Guide,MOFU,5,High,P3,0.53
how to get more views on google my business,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
how to link social media to google my business,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
how to optimize google my business listing,,30,,Optimization / SEO / Ranking,/guides/google-business-profile-optimization-checklist/,Pillar Guide,MOFU,5,High,P3,0.53
how to optimize google my business page,,30,,Optimization / SEO / Ranking,/guides/google-business-profile-optimization-checklist/,Pillar Guide,MOFU,5,High,P3,0.53
how to post on google my business,,30,,Google Posts / Offers / Updates,/features/google-posts-scheduler/,Feature Landing,BOFU,5,High,P3,0.53
how to rank higher in google my business,,30,,Optimization / SEO / Ranking,/guides/google-business-profile-optimization-checklist/,Pillar Guide,MOFU,5,High,P3,0.53
how to schedule google my business posts,,30,,Google Posts / Offers / Updates,/features/google-posts-scheduler/,Feature Landing,BOFU,5,High,P3,0.53
how to unsuspend google my business,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
how to update google my business,,30,,Google Posts / Offers / Updates,/features/google-posts-scheduler/,Feature Landing,BOFU,5,High,P3,0.53
how to update my business address on google maps,,30,,Google Posts / Offers / Updates,/features/google-posts-scheduler/,Feature Landing,BOFU,5,High,P3,0.53
how to use google my business,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
how to verify my business on google by phone,,30,,Verification / Code / Postcard,/guides/google-business-profile-verification/,Guide,MOFU,5,High,P3,0.53
how to verify my business on google without postcard,,30,,Verification / Code / Postcard,/guides/google-business-profile-verification/,Guide,MOFU,5,High,P3,0.53
how to write a review on google my business,,30,,Reviews / Ratings / Reply,/features/google-review-management/,Feature Landing,BOFU,5,High,P3,0.53
in google my business,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
is my business verified on google,,30,,Verification / Code / Postcard,/guides/google-business-profile-verification/,Guide,MOFU,5,High,P3,0.53
keywords for google my business,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
local seo google my business,,30,,Optimization / SEO / Ranking,/guides/google-business-profile-optimization-checklist/,Pillar Guide,MOFU,5,High,P3,0.53
my business manager google,,30,,Management Service / Agency,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
my google my business,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
nap google my business,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
place id google my business,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
products on google my business,,30,,Google Posts / Offers / Updates,/features/google-posts-scheduler/,Feature Landing,BOFU,5,High,P3,0.53
qr code for google my business,,30,,Verification / Code / Postcard,/guides/google-business-profile-verification/,Guide,MOFU,5,High,P3,0.53
semrush google my business,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
the google my business messaging tool,,30,,Management Service / Agency,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
use of google my business,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
visit google com verify my business,,30,,Verification / Code / Postcard,/guides/google-business-profile-verification/,Guide,MOFU,5,High,P3,0.53
what is google my business in seo,,30,,Optimization / SEO / Ranking,/guides/google-business-profile-optimization-checklist/,Pillar Guide,MOFU,5,High,P3,0.53
what is label in google my business,,30,,Core / Navigational Head Terms,/google-business-profile-management-tool/,Product Landing,BOFU,5,High,P3,0.53
add 360 photo to google my business,,30,,Photos / Logo / Cover / Videos,/guides/add-business-to-google-maps/,Guide,TOFU,4,High,P3,0.48
